OrderID,CustomerID,OrderDate,ProductCategory,Quantity,Price_USD,Shipping_City,Customer_Rating,Transaction_Status
,CUST-99016,2023-12-09 00:00:00,apparel,4.0,$214.54,New York,2.0,Pending
ORD-678,CUST-62994,2023-07-22 00:00:00,Electronics,1.0,10.33,Houston,3.0,Success
ORD-679,cust-31632,2023-07-27 00:00:00,Beauty,4.0,221.62,Phoenix,2.0,Canceled
,CUST-71261,2023-01-35,apparel,1.0,23.69,,1.0,Pending
,CUST-26728,2023-04-13 00:00:00,Electronics,1.0,$122.79,Houston,4.0,Pending
ORD-682,CUST-91560,2023-09-23 00:00:00,beauty,1.0,277.98,N3w York,5.0,Pending
ORD-683,CUST-80008,2023-08-01 00:00:00,Home Goods,1.0,270.05,Los Angeles,5.0,Pending
ORD-684,CUST-13534,2023-01-35,Electronics,3.0,125.95,Chicago,3.0,Failed
ORD-685,CUST-61645,2023-02-05 00:00:00,Apparel,2.0,285.44,Phoenix,4.0,Canceled
ORD-686,CUST-87580,2023-02-16 00:00:00,Apparel,1.0,140.51,Chicago,5.0,Failed
ORD-687,CUST-83975,2023-01-35,Electronics,4.0,67.33,Houston,5.0,Failed
ORD-688,CUST-96900,2023-05-26 00:00:00,Home Goods,1.0,45.12,Chicago,3.0,Success
ORD-689,CUST-13552,2023-10-14 00:00:00,Books,1.0,255.05,houston,5.0,Pending
ORD-690,CUST-21003,2023-10-26 00:00:00,apparel,5.0,143.65,Phoenix,5.0,Success
ORD-691,CUST-94246,2023-06-28 00:00:00,Apparel,5.0,57.4,PHOENIX,4.0,Success
ORD-692,CUST-66179,2023-06-27 00:00:00,Books,6.0,53.07,Phoenix,4.0,Failed
ORD-693,CUST-27786,2023-05-22 00:00:00,Beauty,5.0,170.2,Chicago,4.0,Success 
ORD-694,CUST-70515,2023-04-26 00:00:00,electronics,1.0,"99,99",Houston,,Success
ORD-695,CUST-33819,2023-07-11 00:00:00,Home Goods,1.0,217.73,New York,4.0,Pending
ORD-696,,2023-04-10 00:00:00,Electronics,2.0,$237.33,CHICAGO,5.0,Failed
ORD-697,CUST-44099,2023-08-21 00:00:00,Books,5.0,$6.49,Phoenix,1.0,Pending
ORD-698,CUST-59689,2023-07-26 00:00:00,B3@uty,5.0,31.24,Houston,5.0,Failed
ORD-699,CUST-52906,2023-10-22 00:00:00,Electronics,2.0,158.45,Houston,4.0,Failed
ORD-700,CUST-37742,2023-01-03 00:00:00,Apparel ,1.0,283.87,Phoenix,3.0,Canceled
ORD-701,CUST-69598,2023-05-14 00:00:00,books,3.0,245.96,Chicago,3.0,Failed
ORD-702,CUST-52840,2023-03-31 00:00:00,Home Goods,3.0,58.92,Phoenix,,Pending
ORD-703,CUST-54236,2023-07-28 00:00:00,home goods,1.0,208.21,Houston,5.0,Failed
ORD-704,CUST-59692,2026-01-15,Apparel,9999.0,216.54,Los Angeles,2.0,Success
ORD-705,CUST-46471,2023-02-24 00:00:00,Electronics,5.0,75.91,Phoenix,4.0,Pending
ORD-706,cust-65255,2023-10-14 00:00:00,Apparel,2.0,45.19,Los Angeles,3.0,Pending
ORD-707,cust-43065,2023-02-07 00:00:00,Beauty,1.0,128.81,New York,5.0,Pending
ORD-708,CUST-20735,2023-09-15 00:00:00,Home Goods,2.0,119.9,Phoenix,3.0,Failed
ORD-709,CUST-71644,2023-05-31 00:00:00,Home Goods,1.0,280.52,Houston,5.0,Compl3ted
,CUST-12540,2023-06-24 00:00:00,Electronics,1.0,277.64,Los Angeles,,Canceled
ORD-711,CUST-80702,2023-03-01 00:00:00,Home Goods,2.0,239.48,Los Angeles,5.0,Canceled
ORD-712,CUST-16826,2023-09-20 00:00:00,Apparel,1.0,115.08,houston,5.0,Canceled
ORD-713,CUST-55870,2023-05-12 00:00:00,Apparel,1.0,147.03,New York,4.0,Canceled
ORD-714,cust-39389,2023-10-03 00:00:00,apparel,4.0,22.38,New York,3.0,Success
,CUST-95215,2023-10-22 00:00:00,Books,2.0,108.67,Phoenix,2.0,Canceled
ORD-716,cust-18993,2023-05-09 00:00:00,Home Goods,1.0,170.93,New York,1.0,Pending
ORD-717,CUST-95426,2023-12-22 00:00:00,Home Goods,2.0,210.91,Phoenix,2.0,Pending
ORD-718,CUST-15276,2023-08-15 00:00:00,App@r3l,2.0,284.89,los angeles,3.0,Pending
ORD-719,CUST-14067,2023-07-13 00:00:00,Beauty,2.0,"99,99",Houston,5.0,Failed
ORD-720,cust-42411,2023-10-16 00:00:00,Beauty,1.0,174.44,New York,2.0,Failed
ORD-721,CUST-36130,2023-09-05 00:00:00,Books,2.0,292.54,Houston,1.0,Success
ORD-722,CUST-12671,2023-05-05 00:00:00,beauty,3.0,"99,99",Houston,6.0,Success
ORD-723,CUST-91439,2023-06-23 00:00:00,Apparel,5.0,253.93,Los Angeles,3.0,Failed
ORD-724,CUST-29973,2023-08-23 00:00:00,B3@uty,2.0,266.34,New York,3.0,Canceled
ORD-725,CUST-41266,2023-12-15 00:00:00,Home Goods,1.0,37.22,New York,5.0,Canceled
ORD-726,CUST-26544,2023-08-24 00:00:00,Books,3.0,245.8,Houston,6.0,Pending
ORD-727,,2023-10-28 00:00:00,Apparel,4.0,30.42,CHICAGO,5.0,Pending
ORD-728,CUST-97747,2023-01-15 00:00:00,Electronics,3.0,59.85,chic@go,3.0,Pending
ORD-729,CUST-24993,2023-09-04 00:00:00,apparel,1.0,$28.86,Chicago,5.0,Canceled
ORD-730,CUST-83920,2023-03-01 00:00:00,Home Goods,1.0,264.63,Houston,5.0,Failed
ORD-731,CUST-38569,2023-05-13 00:00:00,Electronics,4.0,$224.44,Phoenix,,Pending
ORD-732,CUST-70952,2023-04-02 00:00:00,Home Goods,1.0,72.09,Houston,5.0,Success
ORD-733,CUST-43586,2023-01-35,Beauty,2.0,,Chicago,5.0,Failed
ORD-734,CUST-58351,2023-11-21 00:00:00,Apparel,1.0,239.21,Chicago,5.0,Failed
ORD-735,CUST-31992,2023-04-23 00:00:00,Beauty,1.0,20.71,Houston,4.0,Success
ORD-736,CUST-89415,2023-12-13 00:00:00,Books,1.0,173.01,Phoenix,3.0,Pending
ORD-737,CUST-89593,2023-12-26 00:00:00,Elec,1.0,,Houston,5.0,Compl3ted
ORD-738,CUST-25012,2023-04-28 00:00:00,Home Goods,2.0,14.68,chicago,5.0,Success
,CUST-31465,2023-06-11 00:00:00,Home Goods,1.0,25.91,Chicago,4.0,Success
ORD-740,,2023-07-31 00:00:00,Home Goods,4.0,131.91,Chicago,3.0,Canceled
ORD-741,CUST-24168,2023-06-30 00:00:00,Beauty,3.0,97.6,Houston,1.0,Success
ORD-742,CUST-85849,2023-09-22 00:00:00,Electronics,1.0,9.34,Chicago,5.0,Canceled
ORD-743,CUST-13365,2023-10-02 00:00:00,Electronics,5.0,287.31,New York,1.0,Canceled
ORD-744,CUST-50888,2023-01-05 00:00:00,BOOKS,5.0,80.65,Los Angeles,,Success
ORD-745,,2023-01-35,Home Goods,3.0,$211.7,Chicago,5.0,Success
ORD-746,CUST-98781,2023-05-15 00:00:00,Books,2.0,296.45,Houston,3.0,Canceled
ORD-747,nan,2023-05-08 00:00:00,Books,4.0,30.55,Houston,5.0,Failed
ORD-748,CUST-61990,2023-05-28 00:00:00,Home Goods,5.0,153.73,Chicago,4.0,Success
ORD-749,cust-35995,2023-02-17 00:00:00,Beauty,2.0,236.64,New York,5.0,Failed
750,cust-19961,2023-07-24 00:00:00,Apparel,5.0,170.72,New York,2.0,Canceled
ORD-751,CUST-87607,2023-12-11 00:00:00,Home Goods,2.0,101.53,New York,4.0,Canceled
ORD-752,CUST-92213,2023-06-25 00:00:00,Apparel,5.0,91.45,Houston ,4.0,Canceled
ORD-753,cust-41830,2023-02-08 00:00:00,Apparel,1.0,244.16,Pho3nix,3.0,Pending
ORD-754,CUST-23356,2023-10-11 00:00:00,Beauty,2.0,46.55,Houston,5.0,Success 
ORD-755,cust-49529,2023-04-02 00:00:00,Home Goods,3.0,172.41,CHICAGO,1.0,Success
ORD-756,CUST-99687,2023-09-01 00:00:00,HOME GOODS,9999.0,143.16,Phoenix,5.0,Pending
757,CUST-88697,2023-01-35,Home Goods,1.0,179.96,Houston,5.0,Success 
758,CUST-25866,2023-07-01 00:00:00,Apparel,2.0,174.06,Phoenix,5.0,Success
ORD-759,CUST-84177,2023-04-22 00:00:00,beauty,3.0,260.24,Los Angeles,1.0,Success
ORD-760,CUST-15383,2023-10-21 00:00:00,Electronics,5.0,-5.0,Chicago,5.0,Success
ORD-761,,2023-05-18 00:00:00,Home Goods,5.0,43.79,new york,5.0,Pending
ORD-762,CUST-79827,2023-04-04 00:00:00,Electronics,1.0,80.84,Chicago,,Canceled
ORD-763,CUST-66148,2023-12-16 00:00:00,Apparel,3.0,287.18,New York,,Canceled
ORD-764,cust-96706,2023-04-08 00:00:00,Apparel,2.0,$230.97,Houston,4.0,Failed
ORD-765,cust-58571,2023-01-35,Books,1.0,126.96,Houston,3.0,Pending
ORD-766,CUST-19038,2023-04-13 00:00:00,Beauty,3.0,221.15,Chicago,3.0,Canceled
ORD-767,CUST-76317,2023-05-01 00:00:00,Books,-4.0,$288.0,chicago,6.0,Pending
ORD-768,cust-94874,2023-05-04 00:00:00,Electronics,1.5,238.94,Chicago,3.0,Failed
ORD-769,CUST-54725,2023-05-16 00:00:00,Apparel,1.0,156.83,new york,5.0,Failed
ORD-770,CUST-11658,2023-04-16 00:00:00,Home Goods,1.0,46.67,Los Angeles,4.0,Compl3ted
771,CUST-65057,2023-01-35,Home Goods,2.0,144.87,Los Angeles,3.0,Canceled
ORD-772,CUST-74251,2023-04-14 00:00:00,Beauty,5.0,242.41,Chicago,5.0,Failed
ORD-773,CUST-23833,2023-05-08 00:00:00,Electronics,1.0,$244.23,Chicago,6.0,Failed
ORD-774,,2023-11-13 00:00:00,Books,1.0,29.38,CHICAGO,1.0,Canceled
ORD-775,,2023-07-02 00:00:00,Electronics ,2.0,271.0,New York,5.0,Failed
ORD-776,cust-93307,2023-03-21 00:00:00,Electronics ,1.0,-5.0,Phoenix,3.0,Success
ORD-777,CUST-70258,2023-02-24 00:00:00,Beauty,3.0,25.86,Phoenix,5.0,Pending
ORD-778,CUST-30052,2023-03-03 00:00:00,Books,2.0,81.06,phoenix,5.0,Failed
ORD-779,CUST-67080,2023-01-35,HOME GOODS,5.0,18.39,Houston,4.0,Pending
ORD-780,CUST-33086,2023-12-13 00:00:00,HOME GOODS,4.0,108.78,Chicago,3.0,Failed
ORD-781,CUST-78386,2023-06-12 00:00:00,Apparel,1.0,170.64,,1.0,Pending
ORD-782,CUST-95256,2023-09-10 00:00:00,Books,1.0,185.18,Los Angeles,5.0,Failed
ORD-783,CUST-45400,2023-11-11 00:00:00,Apparel,4.0,70.42,Los Angeles,4.0,Pending
ORD-784,CUST-90728,2023-01-04 00:00:00,Beauty,2.0,$59.04,Los Angeles,4.0,Pending
ORD-785,CUST-80539,2023-01-35,Electronics,1.0,143.14,Phoenix,5.0,Failed
ORD-786,CUST-73372,2023-01-35,Home Goods,2.0,92.55,Houston,5.0,Pending
ORD-787,CUST-70931,2023-09-04 00:00:00,Electronics,-1.0,291.39,,4.0,Pending
ORD-788,CUST-67091,2023-07-10 00:00:00,Electronics,2.0,236.18,Houston,2.0,Pending
789,CUST-87656,2023-11-14 00:00:00,home goods,3.0,219.87,New York,5.0,Pending
ORD-790,CUST-45179,2023-06-11 00:00:00,Home Goods,1.0,$134.17,Pho3nix,1.0,Success
ORD-791,cust-52245,2023-10-09 00:00:00,Books ,1.0,159.59,Los Angeles,5.0,Pending
ORD-792,CUST-42177,2023-10-22 00:00:00,HOME GOODS,3.0,264.99,Chicago,1.0,Pending
ORD-793,CUST-21359,2023-05-21 00:00:00,Apparel,-2.0,76.38,Houston,5.0,Canceled
ORD-794,CUST-46559,2023-09-09 00:00:00,Home Goods,1.0,262.05,NEW YORK,2.0,Failed
ORD-795,CUST-69087,2023-04-04 00:00:00,Electronics,3.0,,New York,3.0,Canceled
ORD-796,CUST-41963,2023-09-19 00:00:00,Electronics,1.0,161.33,houston,5.0,Success
ORD-797,CUST-70910,2023-05-24 00:00:00,books,1.0,124.66,New York,0.0,Failed
,,2023-07-23 00:00:00,Electronics,1.5,85.54,Los Angeles,5.0,Success
ORD-799,CUST-89997,2023-04-24 00:00:00,Apparel,2.0,165.97,houston,2.0,Pending
ORD-800,CUST-97580,2023-10-23 00:00:00,Books,1.0,16.48,,1.0,Pending
ORD-801,CUST-59674,2023-07-03 00:00:00,HOME GOODS,4.0,131.63,New York,5.0,Pending
ORD-802,CUST-54092,2023-01-28 00:00:00,Home Goods,2.0,62.16,Phoenix,1.0,Success
ORD-803,CUST-13761,2023-09-27 00:00:00,Home Goods,2.0,166.65,Chicago,4.0,Canceled
ORD-804,cust-74789,2023-08-05 00:00:00,Electronics,1.0,296.97,Chicago,5.0,Pending
ORD-805,cust-52600,2023-09-02 00:00:00,Electronics,4.0,298.95,Los Angeles,,Canceled
ORD-806,CUST-33834,2023-10-04 00:00:00,Beauty,2.0,267.84,Los Angeles,5.0,Pending
ORD-807,CUST-73904,2023-01-17 00:00:00,Apparel,4.0,279.63,phoenix,1.0,Canceled
ORD-808,CUST-37802,2023-09-15 00:00:00,Home Goods,4.0,153.5,Houston,1.0,Pending
809,CUST-56507,2023-06-27 00:00:00,Apparel,-5.0,166.41,New York,5.0,Canceled
ORD-810,CUST-43862,2023-07-21 00:00:00,Hom3 Goods,5.0,290.46,Los Angeles,5.0,Success
ORD-811,CUST-54608,2023-12-18 00:00:00,Books,3.0,98.79,New York,3.0,Failed
ORD-812,cust-46655,2023-03-31 00:00:00,Apparel,1.0,72.22,Chicago,5.0,Canceled
ORD-813,CUST-88139,2023-08-23 00:00:00,Apparel,2.0,276.74,New York,4.0,Success
ORD-814,cust-46211,2023-03-03 00:00:00,Electronics,1.0,240.35,Phoenix,5.0,Failed
ORD-815,CUST-82848,2023-12-24 00:00:00,Beauty,1.0,191.03,Phoenix,5.0,Pending
ORD-816,CUST-11330,2023-09-23 00:00:00,Electronics,2.0,255.69,Phoenix,2.0,Success
,CUST-77715,2023-08-24 00:00:00,Apparel,2.0,124.74,LOS ANGELES,2.0,Success
ORD-818,CUST-35042,2023-06-11 00:00:00,Books,2.0,45.68,New York,3.0,Canceled
ORD-819,CUST-21221,2023-12-19 00:00:00,electronics,1.0,18.99,Phoenix,2.0,Success
ORD-820,CUST-41635,2023-01-05 00:00:00,Beauty,1.0,"99,99",Chicago,2.0,Pending
ORD-821,CUST-63271,2023-07-01 00:00:00,Home Goods,4.0,136.43,NEW YORK,5.0,Pending
ORD-822,CUST-74038,2023-12-12 00:00:00,Apparel,1.5,136.08,Los Angeles,3.0,Failed
ORD-823,CUST-82768,2023-04-18 00:00:00,Electronics,1.0,86.63,Chicago,5.0,Pending
ORD-824,cust-41499,2023-07-14 00:00:00,electronics,5.0,19.79,Phoenix,5.0,Pending
ORD-825,CUST-72402,2023-10-25 00:00:00,Books,1.0,111.23,new york,5.0,Pending
ORD-826,CUST-94659,2023-02-21 00:00:00,Apparel,2.0,187.86,Phoenix,5.0,Canceled
ORD-827,CUST-74332,2023-06-16 00:00:00,Home Goods,4.0,108.97,Houston,2.0,Success
ORD-828,,2023-07-05 00:00:00,Books,1.5,112.45,New York,3.0,Canceled
ORD-829,CUST-12260,2023-11-10 00:00:00,apparel ,4.0,122.13,PHOENIX,5.0,Success
ORD-830,CUST-22196,2023-05-13 00:00:00,Apparel,4.0,65.77,,5.0,Canceled
ORD-831,CUST-48566,2023-04-06 00:00:00,ELECTRONICS,2.0,58.92,Phoenix,5.0,Failed
ORD-832,CUST-39045,2023-10-08 00:00:00,Beauty,2.0,248.27,houston,2.0,Failed
ORD-833,CUST-63005,2023-05-15 00:00:00,Apparel,3.0,180.25,Phoenix,,Pending
ORD-834,CUST-41890,2023-05-02 00:00:00,Home Goods,1.0,164.55,Houston,4.0,Failed
ORD-835,CUST-50135,2023-05-18 00:00:00,Electronics,2.0,103.33,Los Angeles,,Canceled
ORD-836,CUST-97026,2023-08-30 00:00:00,Beauty,2.0,230.87,,5.0,Success
ORD-837,CUST-86225,2023-11-10 00:00:00,ELECTRONICS,1.0,36.61,Chicago,1.0,Canceled
ORD-838,cust-58368,2023-06-25 00:00:00,Home Goods,6.0,150.55,Los Angeles,5.0,Pending
ORD-839,CUST-72031,2023-07-07 00:00:00,Books,1.0,211.45,Phoenix,5.0,Success
ORD-840,CUST-82544,2023-04-05 00:00:00,Home Goods,-1.0,220.53,Chicago,5.0,Canceled
ORD-841,CUST-79588,2023-09-13 00:00:00,Electronics,2.0,,New York,5.0,Pending
ORD-842,CUST-55056,2023-08-06 00:00:00,B3@uty,5.0,182.03,Los Angeles,,Canceled
ORD-843,CUST-65771,2023-04-18 00:00:00,Electronics,1.0,,Chicago,6.0,Canceled
ORD-844,CUST-82140,2023-08-03 00:00:00,Electronics,2.0,34.42,Houston,5.0,Success
ORD-845,CUST-53357,2023-12-25 00:00:00,Home Goods,3.0,,Phoenix,5.0,Compl3ted
ORD-846,CUST-56112,2023-07-10 00:00:00,Apparel,-1.5,34.53,chicago,1.0,Pending
ORD-847,cust-69473,2023-07-06 00:00:00,Apparel,1.0,234.78,phoenix,1.0,Pending
ORD-848,CUST-45509,2023-01-35,books,2.0,282.71,New York,5.0,Success
ORD-849,CUST-50189,2023-01-35,Elec,1.0,32.95,Chicago,5.0,Canceled
ORD-850,CUST-42951,2023-08-19 00:00:00,Apparel,5.0,295.95,Chicago,,Canceled
ORD-851,CUST-40217,2023-04-03 00:00:00,Electronics,2.0,10.63,New York,5.0,Failed
ORD-852,CUST-25814,2023-10-20 00:00:00,Electronics,5.0,101.92,Houston,,Canceled
ORD-853,CUST-35242,2023-03-09 00:00:00,Home Goods,2.0,92.0,Los Angeles,3.0,Pending
ORD-854,CUST-51359,2023-10-22 00:00:00,Electronics,1.0,283.02,CHICAGO,1.0,Success
ORD-855,CUST-25670,2023-12-18 00:00:00,Electronics,5.0,206.18,Houston,,Pending
ORD-856,CUST-80236,2023-04-28 00:00:00,Books,1.0,20.93,Houston,2.0,Success
ORD-857,CUST-34267,2023-02-21 00:00:00,Apparel,1.0,212.3,Chicago,2.0,Canceled
ORD-858,CUST-35105,2023-05-19 00:00:00,Electronics,3.0,$54.62,Phoenix,3.0,Success
859,nan,2023-05-01 00:00:00,Apparel,2.0,12.02,New York,5.0,Success
ORD-860,CUST-73464,2023-10-12 00:00:00,Electronics,1.0,,PHOENIX,1.0,Pending
ORD-861,cust-46241,2023-08-10 00:00:00,Apparel,4.0,114.43,Chicago,1.0,Canceled
ORD-862,CUST-87278,2023-07-15 00:00:00,Apparel,2.0,73.97,Houston,5.0,Pending
ORD-863,CUST-78765,2023-04-11 00:00:00,Electronics,1.0,246.18,Los Angeles,5.0,Failed
ORD-864,CUST-88222,2023-03-16 00:00:00,Home Goods,5.0,279.99,,3.0,Pending
865,CUST-47093,2023-03-18 00:00:00,beauty,4.0,211.1,Chicago,5.0,Success
,CUST-23176,2023-08-31 00:00:00,Electronics,1.0,29.53,new york,2.0,Success
ORD-867,CUST-35443,2023-01-05 00:00:00,Books,9999.0,57.25,Chicago,4.0,Pending
ORD-868,CUST-48829,2023-01-35,Books,-2.0,5.19,Phoenix,5.0,Failed
ORD-869,cust-39816,2023-08-04 00:00:00,beauty,2.0,29.39,Phoenix,2.0,Compl3ted
,CUST-57301,2023-09-13 00:00:00,Apparel,1.0,44.89,n3w york,3.0,Success
ORD-871,CUST-33519,2023-10-03 00:00:00,Beauty,-1.0,134.13,Los Angeles,5.0,Success 
ORD-872,CUST-49618,2023-11-19 00:00:00,Apparel,4.5,97.56,Houston,5.0,Canceled
ORD-873,CUST-11854,2023-09-22 00:00:00,Beauty,2.0,239.2,New York,4.0,Canceled
ORD-874,cust-80010,2023-01-10 00:00:00,home goods,5.0,171.94,Los Angeles,,Pending
ORD-875,CUST-26591,2023-06-11 00:00:00,Home Goods,4.0,262.22,Phoenix,5.0,Pending
ORD-876,CUST-45954,2023-09-07 00:00:00,Electronics,4.0,22.56,Chicago,4.0,Failed
ORD-877,CUST-15965,2023-01-35,Apparel,1.0,51.58,Chicago,1.0,Success
ORD-878,CUST-17146,2023-05-09 00:00:00,Apparel,1.0,128.22,Los Angeles,,Success
ORD-879,cust-82529,2023-10-15 00:00:00,Electronics,2.0,"99,99",New York,3.0,Success
ORD-880,cust-48290,2023-10-18 00:00:00,Books,2.0,276.1,LOS ANGELES ,3.0,Success
ORD-881,cust-26551,2023-01-25 00:00:00,Books,2.0,28.29,New York,3.0,Canceled
ORD-882,CUST-93606,2023-07-23 00:00:00,apparel,3.0,37.74,Chicago,4.0,Pending
ORD-883,cust-74340,2023-01-35,El3ctronics,4.0,68.31,Phoenix,1.0,Canceled
ORD-884,CUST-23446,2023-12-20 00:00:00,home goods,2.0,217.24,,3.0,Pending
ORD-885,CUST-11607,2023-03-25 00:00:00,Books,3.0,59.01,Los Angeles,6.0,Pending
886,CUST-85243,2023-01-31 00:00:00,Electronics,1.0,264.16,Chicago,5.0,Failed
ORD-887,CUST-47268,2023-04-21 00:00:00,Home Goods,1.0,"99,99",Phoenix,2.0,Success
ORD-888,CUST-71524,2023-05-11 00:00:00,Apparel,1.0,198.13,Chicago,4.0,Canceled
ORD-889,CUST-72746,2023-09-01 00:00:00,Home Goods,5.0,207.49,Phoenix,1.0,Canceled
ORD-890,CUST-67733,2023-11-19 00:00:00,Apparel,2.0,81.59,New York,5.0,Success 
ORD-891,CUST-54657,2023-02-19 00:00:00,Electronics,5.0,191.95,Houston,4.0,Canceled
ORD-892,CUST-34164,2023-08-19 00:00:00,Books,2.0,187.2,los angeles,4.0,Failed
ORD-893,CUST-16734,2023-06-21 00:00:00,Beauty,4.0,14.44,Chic@go,5.0,Failed
ORD-894,CUST-43092,2023-05-14 00:00:00,Books,3.0,88.34,Los Angeles,3.0,Failed
ORD-895,CUST-72616,2023-07-04 00:00:00,Electronics,1.0,286.98,New York,5.0,Success
ORD-896,CUST-24953,2023-07-04 00:00:00,Electronics,5.0,150.23,Los Angeles,5.0,Canceled
ORD-897,CUST-18564,2023-10-14 00:00:00,Apparel,4.0,$230.67,,4.0,Failed
ORD-898,CUST-62521,2023-10-13 00:00:00,Home Goods,4.0,212.73,Phoenix,5.0,Canceled
ORD-899,CUST-74454,2023-12-05 00:00:00,Boks,1.0,254.13,Houston,5.0,Pending
,CUST-19710,2023-06-26 00:00:00,Beauty,1.0,141.79,Houston,2.0,Canceled
ORD-901,CUST-85631,2023-01-35,Elec,1.0,,Houston,4.0,Success
,CUST-92502,2023-07-30 00:00:00,electronics,1.0,279.57,chicago,2.0,Success
,CUST-99974,2023-04-03 00:00:00,Beauty,1.0,213.95,Phoenix,1.0,Canceled
ORD-904,CUST-17026,2023-06-29 00:00:00,Beauty,2.0,179.02,Houston,5.0,Success
ORD-905,CUST-29887,2023-12-14 00:00:00,Apparel,3.0,113.02,Houston,3.0,Canceled
ORD-906,CUST-29555,2023-11-07 00:00:00,Books,4.0,13.27,Chicago,5.0,Success
907,CUST-83772,2023-12-04 00:00:00,Electronics,4.0,$73.03,Phoenix,2.0,Canceled
908,cust-49824,2023-01-35,beauty,1.0,226.54,Chic@go,4.0,Success
ORD-909,CUST-21164,2023-10-22 00:00:00,Books,3.0,24.4,New York,5.0,Canceled
ORD-910,CUST-42530,2023-11-29 00:00:00,Home Goods,5.0,7.87,Chicago,5.0,Success
ORD-911,CUST-25525,2023-11-29 00:00:00,Apparel,5.0,120.84,,5.0,Success
ORD-912,CUST-83147,2023-10-03 00:00:00,Books,1.0,287.43,Phoenix,3.0,Pending
ORD-913,CUST-64548,2023-03-31 00:00:00,Apparel,4.0,188.5,Houston,5.0,Pending
,CUST-89471,2023-05-26 00:00:00,Books,4.0,291.1,Chicago,,Success
ORD-915,CUST-88135,2023-07-01 00:00:00,Home Goods,1.0,232.99,Phoenix,1.0,Canceled
,CUST-91057,2023-06-16 00:00:00,Electronics,2.0,8.6,Los Angeles,6.0,Success
ORD-917,CUST-39581,2023-12-11 00:00:00,Books,1.0,208.56,Los Angeles,,Success
,CUST-78494,2023-09-19 00:00:00,Electronics,1.0,175.8,NEW YORK,5.0,Failed
ORD-919,CUST-59856,2023-09-07 00:00:00,Beauty,3.0,5.89,Phoenix,,Failed
ORD-920,CUST-69049,2023-08-17 00:00:00,BEAUTY,1.0,107.72,Phoenix,5.0,Pending
ORD-921,CUST-68028,2023-02-10 00:00:00,Home Goods,2.0,281.62,Los Angeles,5.0,Pending
ORD-922,CUST-48974,2023-07-15 00:00:00,home goods,4.0,264.09,Phoenix,5.0,Canceled
ORD-923,CUST-87139,2023-11-11 00:00:00,Beauty,1.0,131.38,Chicago,3.0,Canceled
ORD-924,CUST-66207,2023-05-27 00:00:00,Apparel,5.0,154.41,Phoenix,4.0,Success
ORD-925,CUST-50026,2023-01-35,Beauty,2.0,211.13,Houston,4.0,Compl3ted
ORD-926,CUST-84531,2023-11-20 00:00:00,Beauty,3.0,229.29,Phoenix,5.0,Success
ORD-927,CUST-91399,2023-03-16 00:00:00,Electronics,3.0,24.0,Chicago,5.0,Canceled
ORD-928,CUST-17894,2023-01-35,Apparel,3.0,165.11,New York,5.0,Success
ORD-929,CUST-89905,2023-11-24 00:00:00,Electronics,2.0,189.92,Phoenix,2.0,Success 
ORD-930,CUST-23006,2023-06-22 00:00:00,Beauty,2.0,273.41,Houston,5.0,Canceled
ORD-931,CUST-37235,2023-08-04 00:00:00,Electronics,5.0,286.85,Los Angeles,5.0,Pending
ORD-932,CUST-91987,2023-01-35,Books,1.0,297.19,los angeles,3.0,Failed
ORD-933,CUST-37659,2023-11-10 00:00:00,Apparel,3.0,104.36,Los Angeles,5.0,Canceled
ORD-934,CUST-44687,2023-10-20 00:00:00,Home Goods,5.0,186.54,LOS ANGELES,1.0,Success
ORD-935,CUST-96563,2023-07-27 00:00:00,apparel,-2.0,$268.11,Houston,2.0,Failed
936,CUST-20641,2023-02-06 00:00:00,Beauty,1.5,288.15,N3w York,1.0,Canceled
ORD-937,CUST-30585,2023-10-02 00:00:00,Electronics,2.0,,Chicago,3.0,Canceled
ORD-938,CUST-41439,2023-03-24 00:00:00,Electronics,3.0,$229.19,Phoenix,3.0,Failed
,CUST-32782,2023-06-25 00:00:00,Apparel,4.0,76.87,,5.0,Failed
940,,2023-04-27 00:00:00,BOOKS,3.0,$115.27,PHOENIX,5.0,Failed
941,CUST-19838,2023-06-10 00:00:00,Home Goods,1.0,$nan,Chicago,5.0,Success
942,CUST-30517,2023-06-12 00:00:00,Elec,5.0,48.22,Los Angeles,5.0,Pending
ORD-943,,2023-12-01 00:00:00,Apparel,1.0,111.6,Houston,5.0,Success
ORD-944,CUST-63545,2023-05-30 00:00:00,Apparel,3.0,25.85,houston,5.0,Failed
945,CUST-69048,2023-12-30 00:00:00,Home Goods,3.0,22.5,Houston,2.0,Success
ORD-946,cust-87832,2023-05-17 00:00:00,Apparel,2.0,289.31,Chicago,5.0,Success
ORD-947,CUST-71592,2023-11-06 00:00:00,Electronics,3.0,172.97,,2.0,Canceled
ORD-948,CUST-48175,2023-11-27 00:00:00,Apparel,2.0,175.39,,5.0,Success
,CUST-14278,2023-07-22 00:00:00,Beauty,1.0,195.02,New York,1.0,Success
ORD-950,CUST-40340,2023-01-35,HOME GOODS,1.0,122.35,Houston,5.0,Failed
ORD-951,CUST-47762,2023-01-35,Books,4.0,131.4,Los Angeles,4.0,Pending
ORD-952,CUST-47056,2023-05-07 00:00:00,apparel,3.0,274.63,New York,4.0,Success
ORD-953,CUST-69510,2023-10-28 00:00:00,Books,5.0,248.15,Houston,3.0,Pending
